id_student,code_module,code_presentation,totalAssessmentsTaken,meanTMAScore,meanCMAScore,meanExamScore,submittedLate,totalBanked
474759,CCC,2014B,1.0,,46.0,,1.0,0.0
474902,DDD,2013J,7.0,58.166666666666664,,44.0,0.0,0.0
474949,FFF,2013J,12.0,66.6,63.57142857142857,,0.0,0.0
475015,FFF,2014J,12.0,78.4,67.71428571428571,,1.0,0.0
475065,CCC,2014J,9.0,81.25,78.0,58.0,4.0,0.0
475095,BBB,2013B,8.0,83.16666666666667,60.0,,4.0,0.0
475149,CCC,2014B,3.0,82.0,88.5,,2.0,0.0
475149,CCC,2014J,9.0,72.25,86.0,72.0,3.0,3.0
475163,CCC,2014J,4.0,65.5,84.5,,4.0,0.0
475215,BBB,2013J,3.0,94.0,100.0,,1.0,0.0
475241,BBB,2013J,2.0,60.0,80.0,,1.0,0.0
475253,FFF,2013J,12.0,81.6,77.14285714285714,,0.0,0.0
475363,BBB,2014J,5.0,49.2,,,0.0,0.0
475370,EEE,2013J,4.0,90.75,,,0.0,0.0
475443,DDD,2013B,2.0,,37.0,,2.0,0.0
475460,BBB,2013B,7.0,59.166666666666664,60.0,,1.0,0.0
475480,DDD,2013B,1.0,,60.0,,1.0,0.0
475497,EEE,2014B,2.0,71.5,,,0.0,0.0
475556,CCC,2014B,1.0,,50.0,,1.0,0.0
475594,BBB,2013J,3.0,80.0,100.0,,2.0,0.0
475619,DDD,2013B,9.0,83.0,76.2,,5.0,0.0
475681,FFF,2013B,3.0,91.0,,,2.0,0.0
475688,BBB,2013B,11.0,63.5,80.0,,9.0,0.0
475734,CCC,2014J,8.0,66.5,60.75,,5.0,0.0
475811,FFF,2014B,12.0,71.8,69.28571428571429,,4.0,0.0
475839,DDD,2014J,4.0,44.5,,,0.0,0.0
475863,DDD,2014J,7.0,88.0,,73.0,0.0,0.0
475883,DDD,2013B,14.0,82.0,86.0,64.0,7.0,0.0
475893,EEE,2013J,4.0,63.75,,,0.0,0.0
475897,DDD,2013B,11.0,68.66666666666667,70.5,40.0,7.0,0.0
475908,DDD,2014J,7.0,65.0,,27.0,0.0,0.0
475945,CCC,2014B,9.0,86.5,76.75,72.0,5.0,0.0
475981,BBB,2014B,8.0,75.16666666666667,90.0,,2.0,0.0
476037,BBB,2013B,6.0,64.33333333333333,80.0,,6.0,0.0
476037,BBB,2014B,7.0,50.75,80.0,,0.0,6.0
476041,DDD,2013B,14.0,72.16666666666667,57.42857142857143,42.0,7.0,0.0
476108,CCC,2014B,9.0,88.5,77.75,98.0,4.0,0.0
476144,DDD,2013J,7.0,49.833333333333336,,47.0,2.0,0.0
476170,DDD,2013J,2.0,54.5,,,0.0,0.0
476194,FFF,2013B,12.0,75.2,82.28571428571429,,0.0,0.0
476201,BBB,2013B,11.0,80.83333333333333,96.0,,5.0,0.0
476278,BBB,2013J,11.0,70.4,92.0,,9.0,0.0
476297,BBB,2013B,11.0,69.16666666666667,80.0,,8.0,0.0
476355,DDD,2013J,2.0,47.0,,,0.0,0.0
476369,BBB,2013B,11.0,90.5,92.0,,5.0,0.0
476401,FFF,2014J,12.0,64.2,55.57142857142857,,1.0,0.0
476438,EEE,2014J,4.0,94.0,,,0.0,0.0
476457,BBB,2013B,1.0,68.0,,,0.0,0.0
476497,EEE,2014J,3.0,59.0,,,0.0,0.0
476520,FFF,2013J,12.0,74.6,79.0,,0.0,0.0
476596,BBB,2013B,10.0,69.4,92.0,,5.0,0.0
476603,AAA,2014J,5.0,83.8,,,4.0,0.0
476629,FFF,2014J,12.0,58.2,68.28571428571429,,1.0,0.0
476637,DDD,2013B,14.0,96.16666666666667,97.42857142857143,96.0,7.0,0.0
476709,BBB,2013B,11.0,84.5,80.0,,7.0,0.0
476710,BBB,2013B,11.0,69.33333333333333,100.0,,5.0,0.0
476769,BBB,2014J,5.0,72.4,,,1.0,0.0
476783,BBB,2013B,11.0,85.66666666666667,96.0,,6.0,0.0
476816,BBB,2013J,4.0,61.0,100.0,,2.0,0.0
476822,DDD,2013J,7.0,46.166666666666664,,47.0,3.0,0.0
476845,FFF,2013B,12.0,81.4,71.85714285714286,,0.0,0.0
476910,DDD,2013B,14.0,85.16666666666667,90.42857142857143,73.0,9.0,0.0
476912,FFF,2014B,1.0,68.0,,,1.0,0.0
476921,GGG,2013J,6.0,66.66666666666667,66.66666666666667,,0.0,0.0
476937,CCC,2014B,5.0,67.0,47.333333333333336,,3.0,0.0
476946,FFF,2013B,1.0,72.0,,,0.0,0.0
476964,DDD,2013B,14.0,89.33333333333333,94.28571428571429,87.0,8.0,0.0
477009,BBB,2013B,11.0,48.5,80.0,,5.0,0.0
477011,BBB,2013B,11.0,70.83333333333333,80.0,,7.0,0.0
477067,CCC,2014B,7.0,81.0,91.5,80.0,5.0,0.0
477099,CCC,2014J,9.0,80.25,75.0,54.0,4.0,0.0
477099,DDD,2014J,2.0,62.5,,,0.0,0.0
477120,DDD,2013J,6.0,92.4,,60.0,0.0,0.0
477128,DDD,2013J,6.0,88.0,,82.0,0.0,0.0
477161,DDD,2013J,7.0,60.666666666666664,,40.0,1.0,0.0
477164,BBB,2013B,10.0,51.666666666666664,100.0,,5.0,0.0
477167,BBB,2013B,11.0,83.66666666666667,100.0,,5.0,0.0
477185,CCC,2014J,3.0,68.0,89.0,,2.0,0.0
477185,FFF,2013B,12.0,69.4,81.0,,2.0,0.0
477319,BBB,2013J,3.0,59.0,60.0,,3.0,0.0
477348,DDD,2013J,7.0,83.83333333333333,,89.0,0.0,0.0
477354,DDD,2014J,7.0,76.33333333333333,,64.0,5.0,0.0
477412,DDD,2013J,4.0,81.66666666666667,,69.0,0.0,0.0
477451,DDD,2013B,11.0,66.5,59.75,56.0,4.0,0.0
477468,GGG,2013J,9.0,60.0,73.33333333333333,,0.0,0.0
477517,DDD,2013B,13.0,92.4,94.0,62.0,7.0,0.0
477556,DDD,2014J,6.0,62.8,,38.0,4.0,0.0
477588,FFF,2014B,12.0,69.8,66.28571428571429,,3.0,0.0
477650,GGG,2013J,7.0,61.666666666666664,85.0,,1.0,0.0
477734,BBB,2013B,11.0,64.66666666666667,88.0,,6.0,0.0
477779,BBB,2014B,9.0,65.83333333333333,73.33333333333333,,3.0,0.0
477812,FFF,2013B,12.0,87.2,88.28571428571429,,6.0,0.0
477812,FFF,2014B,12.0,87.2,88.28571428571429,,0.0,12.0
477825,BBB,2013J,10.0,64.5,90.0,,7.0,0.0
477833,FFF,2014B,6.0,63.333333333333336,67.0,,1.0,0.0
477833,FFF,2014J,12.0,63.8,69.28571428571429,,1.0,6.0
477835,BBB,2013B,7.0,61.5,80.0,,5.0,0.0
478025,CCC,2014B,1.0,,30.0,,1.0,0.0
478069,BBB,2013J,5.0,59.0,85.0,,5.0,0.0
478073,FFF,2014B,11.0,86.75,79.71428571428571,,2.0,0.0
478212,CCC,2014B,6.0,30.666666666666668,40.666666666666664,,5.0,0.0
478212,EEE,2013J,4.0,61.25,,,2.0,0.0
478213,DDD,2013B,14.0,74.33333333333333,74.0,53.0,9.0,0.0
478238,DDD,2013J,6.0,87.6,,91.0,0.0,4.0
478242,BBB,2014B,9.0,77.8,95.0,,8.0,0.0
478244,DDD,2013J,7.0,50.166666666666664,,69.0,0.0,0.0
478279,FFF,2013B,12.0,84.6,82.0,,0.0,0.0
478289,DDD,2013J,4.0,67.0,,,0.0,0.0
478317,BBB,2013B,10.0,54.0,92.0,,8.0,0.0
478317,BBB,2014B,10.0,48.2,92.0,,1.0,9.0
478326,DDD,2014J,2.0,70.0,,,2.0,0.0
478332,FFF,2013J,12.0,65.8,79.0,,2.0,0.0
478337,FFF,2013B,12.0,79.0,77.28571428571429,,1.0,0.0
478346,CCC,2014J,8.0,50.666666666666664,76.0,66.0,4.0,0.0
478346,DDD,2013B,14.0,83.5,93.85714285714286,73.0,10.0,0.0
478412,BBB,2014J,5.0,66.6,,,0.0,0.0
478432,FFF,2013B,12.0,68.2,78.85714285714286,,5.0,0.0
478435,EEE,2013J,2.0,66.0,,,2.0,0.0
478444,BBB,2013B,11.0,73.16666666666667,100.0,,6.0,0.0
478513,CCC,2014J,9.0,70.0,84.25,88.0,6.0,0.0
478517,DDD,2014J,4.0,86.75,,,0.0,0.0
478550,CCC,2014B,8.0,85.66666666666667,79.75,34.0,4.0,0.0
478550,EEE,2014B,4.0,88.5,,,0.0,0.0
478556,GGG,2013J,9.0,73.33333333333333,90.0,,0.0,0.0
478562,CCC,2014J,1.0,,11.0,,1.0,0.0
478562,EEE,2013J,4.0,72.5,,,2.0,0.0
478583,FFF,2013J,3.0,59.0,82.0,,0.0,0.0
478660,FFF,2013B,12.0,91.2,91.14285714285714,,0.0,0.0
478685,FFF,2013B,1.0,80.0,,,0.0,0.0
478718,BBB,2013J,1.0,65.0,,,1.0,0.0
478744,DDD,2013B,1.0,,25.0,,1.0,0.0
478784,GGG,2013J,9.0,80.0,100.0,,0.0,0.0
478791,EEE,2014B,4.0,94.75,,,0.0,0.0
478792,BBB,2013B,10.0,61.6,60.0,,8.0,0.0
478873,BBB,2013B,3.0,51.5,100.0,,3.0,0.0
478886,GGG,2014J,8.0,72.66666666666667,92.0,,0.0,0.0
478967,BBB,2013J,11.0,48.666666666666664,88.0,,2.0,7.0
478977,CCC,2014B,3.0,,67.0,,3.0,0.0
479020,BBB,2013J,11.0,66.5,80.0,,9.0,0.0
479057,FFF,2013B,12.0,87.8,82.42857142857143,,0.0,0.0
479060,BBB,2013B,11.0,91.33333333333333,100.0,,5.0,0.0
479061,FFF,2014B,12.0,86.8,80.0,,0.0,0.0
479141,DDD,2013J,7.0,83.16666666666667,,71.0,0.0,0.0
479170,BBB,2013J,11.0,81.0,100.0,,5.0,0.0
479171,BBB,2013B,10.0,79.8,100.0,,5.0,0.0
479305,BBB,2013J,11.0,76.83333333333333,100.0,,5.0,0.0
479343,BBB,2013B,10.0,78.6,88.0,,5.0,0.0
479347,DDD,2013B,1.0,,53.0,,1.0,0.0
479356,FFF,2013B,8.0,79.0,80.0,,1.0,0.0
479442,GGG,2013J,9.0,63.0,73.33333333333333,,0.0,0.0
479457,DDD,2013J,7.0,89.66666666666667,,91.0,1.0,0.0
479516,BBB,2013B,8.0,69.0,85.0,,6.0,0.0
479519,BBB,2013B,10.0,70.0,80.0,,5.0,0.0
479522,CCC,2014J,6.0,78.0,41.0,54.0,5.0,0.0
479553,DDD,2014J,7.0,74.16666666666667,,49.0,0.0,0.0
479607,CCC,2014B,1.0,,70.0,,1.0,0.0
479607,DDD,2013B,1.0,59.0,,,0.0,0.0
479607,EEE,2014B,1.0,60.0,,,0.0,0.0
479649,CCC,2014J,2.0,,67.0,,2.0,0.0
479649,DDD,2014B,6.0,58.6,,76.0,0.0,0.0
479738,BBB,2014B,11.0,67.5,64.0,,5.0,0.0
479753,CCC,2014B,2.0,,20.0,,2.0,0.0
479753,EEE,2013J,4.0,75.5,,,0.0,0.0
479764,FFF,2013B,12.0,88.0,88.71428571428571,,0.0,0.0
479828,FFF,2013J,12.0,46.8,59.714285714285715,,0.0,0.0
479845,FFF,2013J,12.0,80.0,78.42857142857143,,2.0,0.0
479848,DDD,2013J,7.0,96.0,,100.0,1.0,0.0
479853,BBB,2013J,11.0,82.66666666666667,92.0,,5.0,0.0
479860,FFF,2013B,12.0,81.0,79.85714285714286,,0.0,0.0
479922,FFF,2013B,12.0,74.0,65.71428571428571,,1.0,0.0
479939,FFF,2014J,12.0,67.8,70.85714285714286,,0.0,0.0
479977,DDD,2013J,6.0,76.8,,67.0,0.0,0.0
479987,CCC,2014J,3.0,54.0,79.0,,2.0,0.0
479987,EEE,2014J,4.0,77.25,,,2.0,0.0
480014,FFF,2013B,12.0,83.4,82.42857142857143,,0.0,0.0
480025,FFF,2013J,4.0,57.5,,,0.0,0.0
480086,GGG,2014B,8.0,90.66666666666667,88.0,,0.0,0.0
480115,CCC,2014J,5.0,,76.25,56.0,4.0,0.0
480115,EEE,2013J,4.0,84.75,,,0.0,0.0
480181,FFF,2013B,3.0,62.0,,,2.0,0.0
480199,FFF,2013B,12.0,79.6,87.42857142857143,,3.0,0.0
480207,DDD,2013B,14.0,83.33333333333333,85.71428571428571,51.0,7.0,0.0
480225,DDD,2013B,12.0,55.0,44.5,38.0,7.0,0.0
480303,FFF,2014J,2.0,65.0,,,1.0,0.0
480372,BBB,2014B,9.0,65.2,75.0,,4.0,0.0
480382,BBB,2013B,10.0,62.4,88.0,,7.0,0.0
480458,BBB,2013B,9.0,52.75,88.0,,8.0,0.0
480507,BBB,2013B,11.0,81.5,100.0,,6.0,0.0
480554,BBB,2013B,10.0,84.0,92.0,,5.0,0.0
480579,EEE,2014J,4.0,76.0,,,1.0,0.0
480590,GGG,2014B,8.0,53.333333333333336,96.0,,0.0,0.0
480604,CCC,2014B,5.0,68.5,81.66666666666667,,4.0,0.0
480650,BBB,2013B,11.0,93.5,100.0,,6.0,0.0
480667,BBB,2013J,6.0,56.0,86.66666666666667,,4.0,0.0
480716,DDD,2013J,7.0,57.333333333333336,,51.0,0.0,0.0
480815,BBB,2013B,10.0,70.6,100.0,,6.0,0.0
480888,BBB,2013J,11.0,75.83333333333333,100.0,,5.0,0.0
480914,GGG,2014J,1.0,,,,0.0,0.0
480928,CCC,2014B,1.0,,0.0,,1.0,0.0
480928,EEE,2014B,1.0,43.0,,,1.0,0.0
480929,CCC,2014B,9.0,94.25,91.75,92.0,5.0,0.0
480929,DDD,2013B,14.0,89.33333333333333,94.85714285714286,78.0,7.0,0.0
480937,FFF,2013B,12.0,89.4,81.28571428571429,,0.0,0.0
480938,DDD,2013J,7.0,69.16666666666667,,49.0,0.0,0.0
480943,CCC,2014B,9.0,79.75,73.5,68.0,4.0,0.0
480956,DDD,2014B,7.0,83.16666666666667,,71.0,0.0,0.0
480959,GGG,2013J,9.0,54.333333333333336,86.66666666666667,,1.0,0.0
480960,FFF,2013B,12.0,91.0,86.42857142857143,,0.0,0.0
480981,FFF,2013B,3.0,50.0,54.5,,1.0,0.0
480984,FFF,2013B,12.0,66.4,90.14285714285714,,0.0,0.0
481010,BBB,2013B,11.0,86.5,96.0,,6.0,0.0
481022,AAA,2014J,3.0,49.0,,,0.0,0.0
481024,CCC,2014B,1.0,,70.0,,1.0,0.0
481143,BBB,2013B,8.0,46.2,86.66666666666667,,5.0,0.0
481150,BBB,2014B,9.0,86.4,90.0,,4.0,0.0
481169,CCC,2014J,7.0,56.25,75.66666666666667,,6.0,0.0
481210,FFF,2014B,3.0,46.666666666666664,,,1.0,0.0
481227,FFF,2013B,3.0,84.0,88.5,,0.0,0.0
481240,FFF,2014J,4.0,69.66666666666667,100.0,,2.0,0.0
481314,CCC,2014J,9.0,78.5,66.75,58.0,4.0,0.0
481314,FFF,2013J,12.0,71.0,84.57142857142857,,0.0,0.0
481350,CCC,2014J,6.0,65.66666666666667,89.66666666666667,,5.0,0.0
481350,DDD,2013B,14.0,79.33333333333333,86.0,60.0,7.0,0.0
481367,FFF,2013B,2.0,80.0,,,0.0,0.0
481404,GGG,2013J,9.0,67.0,83.33333333333333,,0.0,0.0
481448,BBB,2013J,9.0,63.4,75.0,,0.0,9.0
481453,FFF,2013B,12.0,93.2,83.28571428571429,,6.0,0.0
481538,DDD,2013J,7.0,79.33333333333333,,60.0,0.0,0.0
481549,DDD,2013B,14.0,73.66666666666667,84.57142857142857,80.0,7.0,0.0
481580,BBB,2013B,11.0,82.5,80.0,,6.0,0.0
481593,BBB,2014J,5.0,80.2,,,0.0,0.0
481607,BBB,2013B,11.0,82.33333333333333,100.0,,5.0,0.0
481618,EEE,2014B,4.0,96.5,,,0.0,0.0
481667,DDD,2013J,6.0,59.6,,49.0,2.0,0.0
481717,FFF,2014J,12.0,81.4,89.71428571428571,,0.0,0.0
481762,GGG,2014B,9.0,67.66666666666667,73.33333333333333,,0.0,0.0
481772,GGG,2013J,1.0,60.0,,,1.0,0.0
481787,EEE,2014J,4.0,77.25,,,0.0,0.0
481790,BBB,2014J,5.0,73.2,,,0.0,0.0
481863,DDD,2013J,1.0,80.0,,,0.0,0.0
481863,DDD,2014B,7.0,71.66666666666667,,76.0,0.0,1.0
481884,EEE,2014J,4.0,55.5,,,3.0,0.0
481947,BBB,2014B,1.0,70.0,,,1.0,0.0
482012,EEE,2013J,3.0,89.66666666666667,,,0.0,0.0
482030,EEE,2014J,4.0,86.25,,,2.0,0.0
482071,FFF,2013B,12.0,85.4,71.57142857142857,,1.0,0.0
482083,DDD,2013J,7.0,70.33333333333333,,76.0,2.0,0.0
482117,DDD,2013B,1.0,,40.0,,1.0,0.0
482145,CCC,2014J,8.0,60.5,26.666666666666668,28.0,3.0,0.0
482173,DDD,2013J,3.0,93.66666666666667,,,1.0,0.0
482173,DDD,2014J,6.0,93.4,,87.0,1.0,4.0
482187,FFF,2013B,12.0,88.4,87.42857142857143,,0.0,0.0
482264,FFF,2013B,3.0,47.666666666666664,,,3.0,0.0
482275,FFF,2013B,3.0,72.0,72.0,,0.0,0.0
482280,CCC,2014B,9.0,77.5,75.5,72.0,4.0,0.0
482356,BBB,2013J,11.0,79.83333333333333,76.0,,6.0,0.0
482406,EEE,2013J,3.0,76.66666666666667,,,1.0,0.0
482467,BBB,2013B,11.0,76.66666666666667,92.0,,5.0,0.0
482513,FFF,2013B,12.0,77.4,89.0,,0.0,0.0
482644,FFF,2014J,12.0,91.0,91.14285714285714,,1.0,0.0
482677,GGG,2014B,7.0,85.0,95.0,,0.0,0.0
482680,BBB,2013J,10.0,81.4,92.0,,5.0,0.0
482710,BBB,2013B,10.0,81.66666666666667,100.0,,9.0,0.0
482726,EEE,2013J,4.0,88.25,,,0.0,0.0
482745,CCC,2014B,5.0,,45.75,36.0,4.0,0.0
482751,CCC,2014J,1.0,,100.0,,1.0,0.0
482766,BBB,2013B,11.0,64.0,80.0,,5.0,0.0
482810,BBB,2013J,9.0,82.2,95.0,,5.0,0.0
482843,FFF,2014B,12.0,75.6,79.71428571428571,,0.0,0.0
482856,DDD,2013B,14.0,80.83333333333333,82.14285714285714,73.0,7.0,0.0
482868,CCC,2014J,1.0,,44.0,,1.0,0.0
482868,DDD,2013J,6.0,82.4,,64.0,0.0,0.0
482938,CCC,2014J,1.0,,11.0,,1.0,0.0
482945,BBB,2013B,4.0,51.0,100.0,,4.0,0.0
483031,BBB,2014B,11.0,82.33333333333333,96.0,,5.0,0.0
483037,FFF,2014J,12.0,63.6,70.71428571428571,,1.0,0.0
483064,BBB,2013B,11.0,80.33333333333333,88.0,,5.0,0.0
483074,BBB,2013B,11.0,87.0,72.0,,7.0,0.0
483108,CCC,2014B,1.0,,70.0,,1.0,0.0
483108,CCC,2014J,2.0,,73.5,,2.0,0.0
483108,EEE,2013J,4.0,83.0,,,0.0,0.0
483109,BBB,2013B,10.0,68.0,88.0,,5.0,0.0
483131,EEE,2014J,4.0,82.75,,,1.0,0.0
483136,DDD,2014J,7.0,62.5,,64.0,4.0,0.0
483149,DDD,2014J,7.0,85.83333333333333,,71.0,4.0,0.0
483200,DDD,2014J,7.0,85.33333333333333,,69.0,0.0,0.0
483243,BBB,2013B,10.0,77.0,96.0,,5.0,0.0
483267,CCC,2014B,2.0,64.0,60.0,,1.0,0.0
483275,CCC,2014B,9.0,95.0,88.5,74.0,5.0,0.0
483275,DDD,2013B,11.0,54.0,76.33333333333333,,7.0,0.0
483315,BBB,2014J,5.0,57.6,,,0.0,0.0
483362,DDD,2013J,7.0,50.666666666666664,,47.0,4.0,0.0
483371,BBB,2013B,9.0,70.0,95.0,,4.0,0.0
483389,FFF,2014B,12.0,71.6,81.0,,0.0,0.0
483411,BBB,2013B,6.0,67.0,80.0,,4.0,0.0
483468,BBB,2014B,11.0,78.0,88.0,,6.0,0.0
483470,DDD,2013B,3.0,59.0,28.5,,2.0,0.0
483479,BBB,2013B,1.0,84.0,,,0.0,0.0
483485,BBB,2014B,11.0,76.33333333333333,88.0,,9.0,0.0
483508,BBB,2014J,5.0,83.6,,,2.0,0.0
483543,CCC,2014J,9.0,85.0,84.0,74.0,4.0,0.0
483582,GGG,2014B,1.0,64.0,,,1.0,0.0
483620,FFF,2013B,12.0,60.6,69.28571428571429,,2.0,0.0
483626,FFF,2013J,11.0,65.5,82.85714285714286,,0.0,7.0
483646,BBB,2013J,11.0,61.833333333333336,80.0,,5.0,0.0
483656,FFF,2014J,2.0,67.0,,,1.0,0.0
483666,CCC,2014J,2.0,90.0,89.0,,1.0,0.0
483674,BBB,2014J,1.0,1.0,,,0.0,0.0
483703,BBB,2013J,3.0,83.0,100.0,,1.0,0.0
483706,EEE,2013J,4.0,80.75,,,0.0,0.0
483724,FFF,2013J,3.0,59.0,78.0,,0.0,0.0
483744,BBB,2013J,7.0,57.333333333333336,85.0,,5.0,0.0
483793,CCC,2014J,2.0,,78.0,,2.0,0.0
483800,AAA,2014J,5.0,70.6,,,1.0,0.0
483818,DDD,2013B,14.0,90.0,81.42857142857143,82.0,7.0,0.0
483858,CCC,2014J,7.0,80.66666666666667,65.66666666666667,70.0,3.0,0.0
483858,EEE,2014J,4.0,86.5,,,0.0,0.0
483869,DDD,2013B,6.0,91.0,79.0,,5.0,0.0
483872,FFF,2013B,12.0,87.0,80.57142857142857,,1.0,0.0
483876,BBB,2013J,9.0,68.6,90.0,,5.0,0.0
483921,BBB,2014B,4.0,60.0,100.0,,3.0,0.0
483934,DDD,2013J,7.0,58.166666666666664,,27.0,1.0,0.0
483952,BBB,2013B,11.0,53.833333333333336,92.0,,5.0,0.0
483959,GGG,2013J,7.0,49.333333333333336,85.0,,0.0,0.0
483975,FFF,2014B,12.0,47.4,72.57142857142857,,5.0,0.0
483997,FFF,2013B,12.0,84.0,83.57142857142857,,3.0,0.0
484010,FFF,2014J,6.0,81.0,94.0,,4.0,0.0
484039,BBB,2013B,7.0,41.0,60.0,,6.0,0.0
484075,FFF,2014B,12.0,87.2,79.85714285714286,,1.0,0.0
484125,FFF,2013J,3.0,58.0,82.0,,0.0,0.0
484130,DDD,2014B,1.0,59.0,,,1.0,0.0
484130,DDD,2014J,2.0,59.5,,,0.0,1.0
484135,BBB,2013B,1.0,73.0,,,0.0,0.0
484135,BBB,2013J,10.0,60.166666666666664,100.0,,6.0,1.0
484165,FFF,2013B,2.0,80.0,,,1.0,0.0
484174,CCC,2014B,3.0,,41.333333333333336,,3.0,0.0
484213,DDD,2014B,7.0,63.0,,89.0,1.0,0.0
484223,CCC,2014J,8.0,75.33333333333333,73.5,74.0,4.0,0.0
484223,FFF,2014B,12.0,80.2,98.71428571428571,,0.0,0.0
484242,FFF,2013B,2.0,81.0,,,1.0,0.0
484242,FFF,2013J,3.0,61.666666666666664,,,1.0,2.0
484252,BBB,2014J,5.0,42.8,,,0.0,0.0
484266,DDD,2013B,5.0,54.5,58.666666666666664,,3.0,0.0
484301,BBB,2013J,11.0,75.33333333333333,96.0,,6.0,0.0
484312,FFF,2013J,2.0,56.0,,,1.0,0.0
484355,DDD,2013J,3.0,34.333333333333336,,,0.0,0.0
484412,BBB,2013J,11.0,67.5,100.0,,7.0,0.0
484423,DDD,2013J,7.0,78.0,,91.0,3.0,0.0
484435,CCC,2014J,4.0,,94.66666666666667,94.0,3.0,0.0
484436,DDD,2013J,7.0,57.833333333333336,,51.0,0.0,0.0
484458,FFF,2013B,12.0,86.8,93.57142857142857,,0.0,0.0
484464,CCC,2014B,5.0,,77.75,54.0,4.0,0.0
484475,FFF,2013J,2.0,79.0,,,0.0,0.0
484490,BBB,2014J,5.0,57.8,,,0.0,0.0
484494,FFF,2014J,1.0,70.0,,,0.0,0.0
484550,BBB,2014J,1.0,100.0,,,0.0,0.0
484556,FFF,2013B,12.0,55.8,71.57142857142857,,3.0,0.0
484574,FFF,2013J,5.0,58.0,82.0,,0.0,0.0
484594,FFF,2014J,12.0,69.2,84.42857142857143,,0.0,0.0
484675,FFF,2014B,5.0,42.0,,,3.0,0.0
484762,DDD,2014B,6.0,78.8,,56.0,3.0,0.0
484768,BBB,2013B,9.0,53.2,85.0,,4.0,0.0
484780,FFF,2013B,12.0,62.8,90.14285714285714,,4.0,0.0
484787,CCC,2014J,1.0,,78.0,,1.0,0.0
484790,FFF,2013B,12.0,68.0,83.14285714285714,,1.0,0.0
484816,DDD,2013B,8.0,73.33333333333333,77.2,,5.0,0.0
484885,BBB,2013B,8.0,71.2,100.0,,6.0,1.0
484897,AAA,2014J,5.0,64.8,,,1.0,0.0
484933,BBB,2013B,11.0,94.5,92.0,,5.0,0.0
484947,FFF,2013B,12.0,71.6,72.57142857142857,,5.0,0.0
484983,BBB,2014B,7.0,76.0,95.0,,5.0,0.0
484999,DDD,2013B,2.0,48.0,57.0,,1.0,0.0
484999,DDD,2013J,1.0,56.0,,,0.0,0.0
485006,BBB,2013J,10.0,64.0,88.0,,6.0,0.0
485180,BBB,2014B,11.0,72.33333333333333,88.0,,5.0,0.0
485195,DDD,2013J,7.0,71.66666666666667,,36.0,1.0,0.0
485219,DDD,2014B,3.0,33.666666666666664,,,0.0,0.0
485228,FFF,2014J,12.0,57.8,63.714285714285715,,4.0,0.0
485262,BBB,2014B,11.0,84.16666666666667,96.0,,7.0,0.0
485282,DDD,2014J,6.0,87.6,,78.0,0.0,0.0
485312,CCC,2014B,9.0,91.5,93.25,94.0,6.0,0.0
485312,FFF,2014B,12.0,77.8,82.28571428571429,,1.0,0.0
485374,CCC,2014B,8.0,77.0,73.0,72.0,4.0,0.0
485374,EEE,2013J,4.0,71.75,,,0.0,0.0
485399,BBB,2013B,11.0,63.166666666666664,88.0,,6.0,0.0
485421,DDD,2014J,6.0,50.8,,42.0,1.0,0.0
485439,BBB,2013J,2.0,64.0,40.0,,1.0,0.0
485439,BBB,2014J,2.0,30.5,,,1.0,0.0
485448,GGG,2014B,8.0,71.66666666666667,80.0,,2.0,0.0
485464,DDD,2013B,14.0,64.0,59.714285714285715,31.0,9.0,0.0
485506,DDD,2013J,7.0,49.0,,69.0,0.0,0.0
485519,DDD,2013J,7.0,75.33333333333333,,69.0,0.0,0.0
485528,FFF,2013B,12.0,78.8,90.42857142857143,,0.0,0.0
485534,BBB,2013J,11.0,83.16666666666667,100.0,,5.0,0.0
485544,FFF,2013B,12.0,49.2,61.142857142857146,,1.0,0.0
485582,EEE,2013J,4.0,74.75,,,1.0,0.0
485594,CCC,2014B,1.0,,0.0,,1.0,0.0
485594,DDD,2013J,7.0,70.0,,49.0,0.0,0.0
485604,CCC,2014B,9.0,85.75,86.75,86.0,5.0,0.0
485630,BBB,2013B,11.0,69.0,100.0,,6.0,0.0
485671,FFF,2013J,12.0,62.4,74.0,,2.0,4.0
485675,BBB,2014B,10.0,39.6,96.0,,5.0,0.0
485734,DDD,2013J,7.0,71.66666666666667,,20.0,1.0,0.0
485762,BBB,2013J,11.0,73.33333333333333,92.0,,5.0,0.0
485766,DDD,2013B,14.0,85.16666666666667,91.14285714285714,82.0,7.0,0.0
485768,FFF,2013B,12.0,69.6,78.71428571428571,,0.0,0.0
485772,BBB,2013J,11.0,72.5,76.0,,5.0,0.0
485780,FFF,2014B,12.0,80.8,82.0,,2.0,0.0
485791,DDD,2013J,7.0,69.66666666666667,,49.0,0.0,0.0
485853,BBB,2014J,1.0,100.0,,,0.0,0.0
485885,FFF,2013J,12.0,87.0,81.57142857142857,,0.0,0.0
485898,EEE,2013J,3.0,83.0,,,0.0,0.0
485909,EEE,2013J,4.0,61.5,,,0.0,0.0
485920,CCC,2014J,5.0,40.0,33.5,,3.0,0.0
485920,EEE,2014B,4.0,73.5,,,1.0,0.0
485944,CCC,2014B,4.0,59.5,73.5,,2.0,0.0
485962,AAA,2014J,5.0,80.4,,,0.0,0.0
485980,BBB,2014B,11.0,64.16666666666667,80.0,,5.0,0.0
486004,BBB,2013J,10.0,59.0,68.0,,5.0,0.0
